time,price
42201,40.3500005
42202,40.075001
42205,40.060001
42206,39.7700005
42207,39.8100015
42208,40.3099995
42209,39.710001
42212,39.325001
42213,40.2250005
42214,40.450001
42215,40.6149995
42216,41
42219,40.959999
42220,40.779999
42221,40.83
42222,40.535
42223,40.0650005
42226,40.3550015
42227,39.8049985
42228,38.969999
42229,38.75
42230,38.6350005
42233,38.5900005
42234,39.0650005
42235,38.5450005
42236,37.759998
42237,36.6800005
42240,34.2749995
42241,35.0200005
42242,35.49
42243,36.4049985
42244,36.4799995
42247,36.375
42248,35.0249995
42249,35.4300005
42250,35.6800005
42251,35.050001
42255,36.0149995
42256,36.0200005
42257,35.735001
42258,35.8099995
42261,35.7349985
42262,35.950001
42263,36.335001
42264,36.5150015
42265,35.8000015
42268,35.824999
42269,35.119999
42270,35.0249995
42271,34.555
42272,34.575001
42275,33.75
42276,33.5500015
42277,34.205002
42278,34.030001
42279,33.924999
42282,35.1900005
42283,35.0150015
42284,35.370001
42285,35.6999985
42286,36.0849995
42289,36.035002
42290,35.6949995
42291,35.344999
42292,35.3500005
42293,35.734999
42296,35.9599995
42297,36.2150005
42298,36.2200015
42299,36.0599995
42300,36.8050005
42303,36.905001
42304,36.8599985
42305,37.2900005
42306,37.585001
42307,37.7399995
42310,38.2299995
42311,38.2900005
42312,38.335001
42313,38.2849995
42314,38.1199985
42317,37.9799995
42318,37.9349995
42319,37.91
42320,37.4250015
42321,37.0799995
42324,37.040001
42325,37.4400005
42326,38.885
42327,38.83
42328,39.029999
42331,39.66
42332,40.2399995
42333,40.965
42335,41.6450005
42338,41.8950005
42339,41.6100005
42340,40.744999
42341,40.3950005
42342,40.664999
42345,40.8099995
42346,40.8899995
42347,41.115
42348,41.1049995
42349,40.4699995
42352,40.2350005
42353,40.7800005
42354,41.219999
42355,41.164999
42356,40.3299995
42359,40.67
42360,41.1149995
42361,41.6949995
42362,41.965
42366,41.8999995
42367,42.2200015
42368,42.2649995
42369,41.8550015
42373,40.875
42374,40.6399995
42375,40.485001
42376,39.5699995
42377,38.9050005
42380,38.324999
42381,38.3099995
42382,37.6049995
42383,37.275
42384,36.8899995
42388,37.42
42389,36.969999
42390,37.289999
42391,37.945
42394,37.5050015
42395,37.6999985
42396,37.219999
42397,36.6900005
42398,37.0450005
42401,37.529999
42402,37.125
42403,37.2299995
42404,37.285
42405,36.6499995
42408,35.205
42409,34.789999
42410,35.7399995
42411,35.2250005
42412,36.0300005
42416,36.9000015
42417,36.545
42418,37.4599995
42419,37.2099995
42422,37.955
42423,37.4049985
42424,37.065001
42425,37.625
42426,37.67
42429,37.469999
42430,38.1100005
42431,38.7650015
42432,39.0599995
42433,39.2399995
42436,39.2350005
42437,38.5300005
42438,38.220001
42439,38.074999
42440,38.83
42443,39
42444,38.4400005
42445,38.535
42446,39.175001
42447,39.7600005
42450,39.860001
42451,39.720001
42452,39.6850015
42453,39.295
42457,39.5300005
42458,39.754999
42459,40.24
42460,39.929998
42461,39.935001
42464,40.164999
42465,39.494999
42466,39.7650015
42467,39.68
42468,39.615
42471,39.6350005
42472,39.6100005
42473,40.1049995
42474,40.82
42475,40.84
42478,41.015001
42479,41.290001
42480,41.469999
42481,41.715
42482,41.8899995
42485,41.67
42486,41.57
42487,41.465
42488,41.215
42489,40.919998
42492,41.455
42493,41.280001
42494,40.6650005
42495,40.799999
42496,41.1450005
42499,41.42
42500,41.75
42501,42.324999
42502,42.66
42503,42.584999
42506,42.775
42507,44.6849995
42508,44.3850005
42509,44.3150005
42510,44.875
42513,44.7299995
42514,44.8949985
42515,45.2699985
42516,45.545
42517,45.6849995
42521,45.84
42522,45.8500005
42523,45.905001
42524,45.7250005
42527,45.790001
42528,45.7800005
42529,45.950001
42530,46.035
42531,45.5450005
42534,45.119999
42535,44.8050005
42536,45.025
42537,45.045
42538,45.3899995
42541,45.8549995
42542,46.1849995
42543,46.0900005
42544,46.59
42545,44.34
42548,42.9449995
42549,42.8899995
42550,43.6549985
42551,44.0200005
42552,44.4799995
42556,44.0300005
42557,44.0600015
42558,44.4449995
42559,45.1700005
42562,45.5050015
42563,46.1499995
42564,46.5249995
42565,46.83
42566,46.8149985
42569,46.6999985
42570,46.824999
42571,46.9849985
42572,46.824999
42573,46.6500015
42576,46.3150005
42577,46.58
42578,47.129999
42579,47.3499985
42580,47.8000015
42583,47.99
42584,47.4449995
42585,47.094999
42586,46.995001
42587,47.295
42590,47.4
42591,47.280001
42592,47.509998
42593,47.875
42594,48.055
42597,48.3049985
42598,48.2749995
42599,48.5300005
42600,46.800001
42601,47.1000005
42604,47.6050015
42605,47.775
42606,47.2200015
42607,46.964998
42608,47.365
42611,47.535
42612,47.3999995
42613,47.0499995
42614,47.0100005
42615,47.115
42619,46.9250015
42620,47.0900005
